symbol	old_symbol
CASTOR2	GATSL1
CASTOR2	GATSL2
CASTOR3	DKFZp686B07267
CASTOR3	STAG3OS
CASTOR3	GATS
CASZ1	FLJ20321
CASZ1	ZNF693
CASZ1	castor
CASZ1	cst
CASZ1	SRG
CAT	
CATIP	MGC50811
CATIP	C2orf62
CATIP-AS1	
CATIP-AS2	
CATR1	
CATSPER1	CATSPER
CATSPER2	
CATSPER2P1	
CATSPER3	CACRC
CATSPER4	
CATSPERB	FLJ14298
CATSPERB	C14orf161
CATSPERD	MGC39581
CATSPERD	TMEM146
CATSPERE	MGC33370
CATSPERE	C1orf101
CATSPERG	DKFZp434A1022
CATSPERG	FLJ46353
CATSPERG	C19orf15
CATSPERZ	DKFZP566E164
CATSPERZ	C11orf20
CATSPERZ	TEX40
CAV1	CAV
CAV2	CAV
CAV3	VIP-21
CAV3	LGMD1C
CAV3	VIP21
CAV3	LQT9
CAVIN1	cavin-1
CAVIN1	CGL4
CAVIN1	PTRF
CAVIN2	SDR
CAVIN2	PS-p68
CAVIN2	cavin-2
CAVIN2	SDPR
CAVIN2-AS1	LOC105373813
CAVIN3	SRBC
CAVIN3	HSRBC
CAVIN3	MGC20400
CAVIN3	cavin-3
CAVIN3	PRKCDBP
CAVIN4	cavin-4
CAVIN4	MURC
CBARP	MGC40084
CBARP	DOS
CBARP	BARP
CBARP	C19orf26
CBARP-DT	
CBFA2T2	MTGR1
CBFA2T2	ZMYND3
CBFA2T3	MTGR2
CBFA2T3	ZMYND4
CBFA2T3	MTG16
CBFA2T3	RUNX1T3
CBFA2T3	ETO2
CBFB	PEBP2B
CBL	RNF55
CBL	c-Cbl
CBL	CBL2
CBLB	RNF56
CBLB	Cbl-b
CBLC	CBL-3
CBLC	CBL-SL
CBLC	RNF57
CBLIF	TCN3
CBLIF	IF
CBLIF	IFMH
CBLIF	INF
CBLIF	GIF
CBLL1	HAKAI
CBLL1	FLJ23109
CBLL1	RNF188
CBLL1P1	
CBLL2	FLJ25735
CBLL2	HAKAIL
CBLL2	CT138
CBLL2	ZNF645
CBLN1	
CBLN2	
CBLN3	
CBLN4	dJ885A10.1
CBLN4	CBLNL1
CBR1	SDR21C1
CBR1	CBR
CBR3	SDR21C2
CBR3-AS1	PlncRNA-1
CBR4	FLJ14431
CBR4	SDR45C1
CBS	HIP4
CBSL	
CBWD1	
CBWD2	
CBWD3	bA561O23.1
CBWD4P	
CBWD5	
CBWD6	OTTHUMG00000066820
CBWD6	OTTHUMG00000067194
CBWD6	CBWD7
CBX1	HP1Hs-beta
CBX1	M31
CBX1	MOD1
CBX1	CBX
CBX1	HP1-BETA
CBX1P1	
CBX1P2	
CBX1P3	
CBX1P4	
CBX1P5	CBX9
CBX2	MGC10561
CBX2	CDCA6
CBX3	HP1Hs-gamma
CBX3P1	
CBX3P2	
CBX3P3	
CBX3P4	
CBX3P5	
CBX3P6	
CBX3P7	
CBX3P8	
CBX3P9	
CBX4	hPC2
CBX4	PC2
CBX4	NBP16
CBX5	HP1Hs-alpha
CBX5	HP1
CBX5	HP1-ALPHA
CBX5P1	
CBX6	
CBX7	
CBX8	RC1
CBX8	HPC3
CBX8	PC3
CBY1	PIGEA14
CBY1	PIGEA-14
CBY1	Chibby
CBY1	Cby
CBY1	Chibby1
CBY1	C22orf2
CBY1	PGEA1
CBY1P1	
CBY2	NURIT
CBY2	SPERT
CBY3	
CC2D1A	FLJ20241
CC2D1A	MRT3
CC2D1A	Freud-1
CC2D1B	KIAA1836
CC2D1B	Freud-2
CC2D2A	KIAA1345
CC2D2A	MKS6
CC2D2A	JBTS9
CC2D2B	bA248J23.4
CC2D2B	bA690P14.3
CC2D2B	C10orf130
CC2D2B	C10orf131
CCAR1	FLJ10590
CCAR1	CARP-1
CCAR1	CARP1
CCAR2	DBC-1
CCAR2	DBC1
CCAR2	NET35
CCAR2	KIAA1967
CCAT1	CARLo-5
CCAT1	onco-lncRNA-40
CCAT2	NCCP1
CCAT2	LINC00873
CCBE1	FLJ30681
CCBE1	KIAA1983
CCDC102A	MGC10992
CCDC102B	FLJ23594
CCDC102B	HsT1731
CCDC102B	AN
CCDC102B	C18orf14
CCDC102B	ACY1L
CCDC103	FLJ13094
CCDC103	FLJ34211
CCDC103	PR46b
CCDC103	CILD17
CCDC105	FLJ40365
CCDC106	HSU79303
CCDC107	MGC31967
CCDC110	KM-HN-1
CCDC110	MGC33607
CCDC110	CT52
CCDC112	MGC39633
CCDC113	HSPC065
CCDC113	DKFZp434N1418
CCDC115	MGC12981
CCDC115	FLJ30131
CCDC115	ccp1
CCDC116	FLJ36046
CCDC117	FLJ33814
CCDC11P1	
CCDC12	MGC23918
CCDC120	JM11
CCDC121	FLJ43364
CCDC121	FLJ13646
CCDC121P1	
CCDC122	FLJ31846
CCDC124	
CCDC125	KENAE
CCDC126	FLJ23031
CCDC127	FLJ25701
CCDC12P1	
CCDC13	FLJ25467
CCDC13-AS1	
CCDC130	MGC10471
CCDC134	FLJ22349
CCDC136	KIAA1793
CCDC136	NAG6
CCDC136	DKFZP434G156
CCDC137	MGC16597
CCDC137P	
CCDC138	FLJ32745
CCDC14	FLJ12892
CCDC14	DKFZp434L1050
CCDC140	FLJ32447
CCDC141	FLJ39502
CCDC141	CAMDI
CCDC142	FLJ14397
CCDC144A	KIAA0565
CCDC144A	FLJ43983
CCDC144B	FLJ36492
CCDC144CP	CCDC144C
CCDC144NL	MGC87631
CCDC144NL-AS1	
CCDC146	KIAA1505
CCDC146	MBO2
CCDC148	MGC125588
CCDC148-AS1	
CCDC149	DKFZp761B107
CCDC15	FLJ13215
CCDC15-DT	
CCDC150	FLJ39660
CCDC150P1	
CCDC152	LOC100129792
CCDC153	LOC283152
CCDC154	LOC645811
CCDC154	C16orf29
CCDC157	
CCDC158	FLJ25770
CCDC159	
CCDC160	
CCDC162P	bA425D10.7
CCDC162P	bA425D10.3
CCDC162P	bA487F23.3
CCDC162P	C6orf184
CCDC162P	C6orf185
CCDC162P	CCDC162
CCDC162P	C6orf183
CCDC163	LOC126661
CCDC163	C1orf231
CCDC163	CCDC163P
CCDC166	
CCDC167	dJ153P14.2
CCDC167	C6orf129
CCDC168	FLJ40176
CCDC168	C13orf40
CCDC169	RP11-251J8.1
CCDC169	LOC728591
CCDC169	C13orf38
CCDC169-SOHLH2	C13orf38-SOHLH2
CCDC17	FLJ33084
CCDC170	FLJ23305
CCDC170	bA282P11.1
CCDC170	C6orf97
CCDC171	FLJ39267
CCDC171	FLJ46740
CCDC171	Em:AL513423.1
CCDC171	bA778P13.1
CCDC171	bA536D16.1
CCDC171	C9orf93
CCDC172	MGC35062
CCDC172	C10orf96
CCDC173	LOC129881
CCDC173	C2orf77
CCDC174	FLJ33839
CCDC174	C3orf19
CCDC175	C14orf38
CCDC177	PLPL
CCDC177	C14orf162
CCDC178	FLJ44050
CCDC178	C18orf34
CCDC179	
CCDC18	NY-SAR-41
CCDC18-AS1	ENST00000440778.1
CCDC180	DKFZp434I2420
CCDC180	BDAG1
CCDC180	FAP76
CCDC180	CFAP76
CCDC180	KIAA1529
CCDC180	C9orf174
CCDC181	FLJ25846
CCDC181	C1orf114
CCDC182	
CCDC183	MGC15438
CCDC183	bA216L13.7
CCDC183	KIAA1984
CCDC183-AS1	KIAA1984-AS1
CCDC184	LOC387856
CCDC184	C12orf68
CCDC185	FLJ35728
CCDC185	C1orf65
CCDC186	FLJ10188
CCDC186	FLJ35301
CCDC186	CCCP-1
CCDC186	golgin104
CCDC186	C10orf118
CCDC187	MGC50722
CCDC188	
CCDC189	MGC104706
CCDC189	C16orf93
CCDC190	MGC48998
CCDC190	C1orf110
CCDC191	KIAA1407
CCDC192	LINC01183
CCDC194	
CCDC195	
CCDC196	C14orf53
CCDC196	NCRNA00238
CCDC196	LINC00238
CCDC197	LINC00521
CCDC197	C14orf48
CCDC198	FLJ10650
CCDC198	C14orf105
CCDC200	TMEM106A-AS1
CCDC200	LINC00854
CCDC201	
CCDC22	JM1
CCDC22	CXorf37
CCDC24	MGC45441
CCDC25	FLJ10853
CCDC26	MGC27434
CCDC26	RAM
CCDC27	FLJ32825
CCDC28A	CCRL1AP
CCDC28A	DKFZp586D0623
CCDC28A	C6orf80
CCDC28A-AS1	GVQW2
CCDC28B	MGC1203
CCDC28B	RP4-622L5.5
CCDC3	DKFZp761F241
CCDC30	FLJ20972
CCDC30	PFD6L
CCDC30	LOC728621
CCDC32	MGC20481
CCDC32	C15orf57
CCDC33	FLJ32855
CCDC33	CT61
CCDC34	NY-REN-41
CCDC34	L15
CCDC34	RAMA3
CCDC34P1	
CCDC37-DT	CCDC37-AS1
CCDC38	FLJ40089
CCDC39	DKFZp434A128
CCDC39	CILD14
CCDC39	FAP59
CCDC39	CFAP59
CCDC39-AS1	
CCDC40	FLJ20753
CCDC40	KIAA1640
CCDC40	FLJ32021
CCDC40	CILD15
CCDC40	FAP172
CCDC40	CFAP172
CCDC42	FLJ32734
CCDC42	CCDC42A
CCDC43	FLJ31795
CCDC47	GK001
CCDC50	Ymer
CCDC50	C3orf6
CCDC50	DFNA44
CCDC51	FLJ12436
CCDC54	NYD-SP17
CCDC54	FLJ25362
CCDC54	SP17
CCDC57	FLJ00130
CCDC57	FLJ23754
CCDC59	HSPC128
CCDC59	TAP26
CCDC59	BR22
CCDC6	PTC
CCDC6	TPC
CCDC6	H4
CCDC6	TST1
CCDC6	D10S170
CCDC60	MGC39827
CCDC61	
CCDC62	TSP-NY
CCDC62	FLJ40344
CCDC62	CT109
CCDC62	ERAP75
CCDC63	ODA5
CCDC63	FLJ35843
CCDC65	NYD-SP28
CCDC65	FLJ35732
CCDC65	FAP250
CCDC65	CFAP250
CCDC65	CILD27
CCDC65	DRC2
CCDC66	DKFZp686C0433
CCDC68	SE57-1
CCDC69	FLJ13705
CCDC69	DKFZP434C171
CCDC7	FLJ32762
CCDC7	FLJ13031
CCDC7	BIOT2
CCDC7	C10orf68
CCDC70	DKFZP434K1172
CCDC70	FLJ25853
CCDC71	FLJ12800
CCDC71L	FLJ36031
CCDC71L	C7orf74
CCDC73	NY-SAR-79
CCDC74A	FLJ40345
CCDC74B	DKFZp434E2321
CCDC74BP1	
CCDC75P1	
CCDC77	MGC13183
CCDC78	FLJ34512
CCDC78	C16orf25
CCDC8	DKFZp564K0322
CCDC8	3M3
CCDC8	PPP1R20
CCDC80	URB
CCDC80	SSG1
CCDC80	DRO1
CCDC80	CL2
CCDC80	TCONS_00006930
CCDC80	LINC01279
CCDC81	FLJ16339
CCDC81	FLJ23514
CCDC82	FLJ23518
CCDC83	MGC34732
CCDC83	FLJ42119
CCDC83	CT148
CCDC83	KP-CoT-23
CCDC85A	KIAA1912
CCDC85B	DIPA
CCDC85C	
CCDC86	MGC2574
CCDC87	FLJ10786
CCDC88A	FLJ10392
CCDC88A	APE
CCDC88A	GIV
CCDC88A	HkRP1
CCDC88A	GRDN
CCDC88A	KIAA1212
CCDC88B	FLJ37970
CCDC88B	BRLZ
CCDC88B	HkRP3
CCDC88B	FLJ00354
CCDC88B	GIPIE
CCDC88B	CCDC88
CCDC88C	DAPLE
CCDC88C	HkRP2
CCDC88C	SCA40
CCDC88C	KIAA1509
CCDC89	FLJ38159
CCDC9	DKFZP586M1019
CCDC90B	MDS025
CCDC90B	MDS011
CCDC91	p56
CCDC91	FLJ11088
CCDC91	DKFZp779L1558
CCDC92	FLJ22471
CCDC92B	
CCDC93	FLJ10996
CCDC96	FLJ90575
CCDC97	FLJ40267
CCDC97	MGC20255
CCDC9B	FLJ43339
CCDC9B	C15orf52
CCEPR	CCHE1
CCER1	MGC26598
CCER1	C12orf12
CCER2	
CCHCR1	HCR
CCHCR1	C6orf18
CCIN	KBTBD14
CCIN	BTBD20
CCK	
CCKAR	
CCKBR	
CCL1	I-309
CCL1	TCA3
CCL1	P500
CCL1	SISe
CCL1	SCYA1
CCL11	eotaxin
CCL11	MGC22554
CCL11	SCYA11
CCL13	MCP-4
CCL13	NCC-1
CCL13	SCYL1
CCL13	CKb10
CCL13	MGC17134
CCL13	SCYA13
CCL14	HCC-1
CCL14	HCC-3
CCL14	NCC-2
CCL14	SCYL2
CCL14	CKb1
CCL14	MCIF
CCL14	SCYA14
CCL15	HCC-2
CCL15	NCC-3
CCL15	SCYL3
CCL15	MIP-5
CCL15	Lkn-1
CCL15	MIP-1d
CCL15	HMRP-2B
CCL15	SCYA15
CCL15-CCL14	
CCL16	NCC-4
CCL16	SCYL4
CCL16	LEC
CCL16	HCC-4
CCL16	LMC
CCL16	LCC-1
CCL16	CKb12
CCL16	Mtn-1
CCL16	SCYA16
CCL17	TARC
CCL17	ABCD-2
CCL17	SCYA17
CCL18	DC-CK1
CCL18	PARC
CCL18	AMAC-1
CCL18	DCCK1
CCL18	MIP-4
CCL18	CKb7
CCL18	SCYA18
CCL19	ELC
CCL19	MIP-3b
CCL19	exodus-3
CCL19	CKb11
CCL19	SCYA19
CCL2	MCP1
CCL2	MCP-1
CCL2	MCAF
CCL2	SMC-CF
CCL2	GDCF-2
CCL2	HC11
CCL2	MGC9434
CCL2	SCYA2
CCL20	LARC
CCL20	MIP-3a
CCL20	exodus-1
CCL20	ST38
CCL20	CKb4
CCL20	SCYA20
CCL21	SLC
CCL21	exodus-2
CCL21	TCA4
CCL21	CKb9
CCL21	6Ckine
CCL21	ECL
CCL21	SCYA21
CCL22	MDC
CCL22	STCP-1
CCL22	ABCD-1
CCL22	DC/B-CK
CCL22	A-152E5.1
CCL22	MGC34554
CCL22	SCYA22
CCL23	Ckb-8
CCL23	MPIF-1
CCL23	MIP-3
CCL23	CKb8
CCL23	SCYA23
CCL24	Ckb-6
CCL24	MPIF-2
CCL24	eotaxin-2
CCL24	MPIF2
CCL24	SCYA24
CCL25	TECK
CCL25	Ckb15
CCL25	SCYA25
CCL26	MIP-4alpha
CCL26	eotaxin-3
CCL26	IMAC
CCL26	MIP-4a
CCL26	TSC-1
CCL26	SCYA26
CCL27	ALP
CCL27	ILC
CCL27	CTACK
CCL27	skinkine
CCL27	ESkine
CCL27	PESKY
CCL27	CTAK
CCL27	SCYA27
CCL28	SCYA28
CCL28	MEC
CCL28	CCK1
CCL3	G0S19-1
CCL3	LD78ALPHA
CCL3	MIP-1-alpha
CCL3	SCYA3
CCL3-AS1	
CCL3L1	G0S19-2
CCL3L1	LD78BETA
CCL3L1	D17S1718
CCL3L1	SCYA3L
CCL3L1	SCYA3L1
CCL3L3	MGC12815
CCL3P1	LD78gamma
CCL3P1	SCYA3L2
CCL3P1	CCL3L2
CCL4	MIP-1-beta
CCL4	Act-2
CCL4	AT744.1
CCL4	LAG1
CCL4	SCYA4
CCL4L1	AT744.2
CCL4L1	LAG-1
CCL4L1	SCYA4L
CCL4L1	CCL4L
CCL4L2	
CCL5	RANTES
CCL5	SISd
CCL5	TCP228
CCL5	MGC17164
CCL5	D17S136E
CCL5	SCYA5
CCL7	MCP-3
CCL7	NC28
CCL7	FIC
CCL7	MARC
CCL7	MCP3
CCL7	SCYA6
CCL7	SCYA7
CCL8	MCP-2
CCL8	HC14
CCL8	SCYA8
CCM2	MGC4607
CCM2	OSM
CCM2	C7orf22
CCM2L	dJ310O13.5
CCM2L	C20orf160
CCN1	GIG1
CCN1	IGFBP10
CCN1	CYR61
CCN2	IGFBP8
CCN2	CTGF
CCN3	IGFBP9
CCN3	NOV
CCN4	WISP-1
CCN4	WISP1-OT1
CCN4	WISP1-UT1
CCN4	WISP1
CCN5	CT58
CCN5	CTGF-L
CCN5	WISP-2
CCN5	WISP2
CCN6	WISP-3
CCN6	WISP3
CCNA1	CT146
CCNA2	CCNA
CCNA2	CCN1
CCNB1	CCNB
CCNB1IP1	HEI10
CCNB1IP1	C14orf18
CCNB1IP1P1	
CCNB1IP1P2	
CCNB1IP1P3	
CCNB2	HsT17299
CCNB2P1	
CCNB3	
CCNB3P1	
CCNC	CycC
CCND1	U21B31
CCND1	BCL1
CCND1	D11S287E
CCND1	PRAD1
CCND2	
CCND2-AS1	CCND2-AS2
CCND2P1	CCND2P
CCND3	
CCND3P1	CCND3P
CCND3P2	
CCNDBP1	DIP1
CCNDBP1	GCIP
CCNDBP1	HHM
CCNE1	CCNE
CCNE2	CYCE2
CCNF	FBX1
CCNF	FBXO1
CCNG1	CCNG
CCNG1P1	
CCNG2	
CCNG2P1	
CCNH	p34
CCNH	p37
CCNH	CycH
CCNHP1	
CCNI	CCNI1
CCNI2	FLJ16793
CCNJ	FLJ10895
CCNJ	bA690P14.1
CCNJL	FLJ14166
CCNJP1	CCNJP
CCNJP2	
CCNK	CPR4
CCNL1	ania-6a
CCNL2	ania-6b
CCNL2	PCEE
CCNL2	SB138
CCNL2	HLA-ISO
CCNL2	CCNS
CCNL2	CCNM
CCNL2P1	
CCNO	UDG2
CCNO	FLJ22422
CCNO	UNG2
CCNO	CCNU
CCNP	FLJ13265
CCNP	CNTD2
CCNQ	CycM
CCNQ	FAM58A
CCNQP1	FAM58B
CCNQP1	FAM58BP
CCNQP2	FAM58Y
CCNQP2	FAM58AP1
CCNQP2	FAM58CP
CCNQP3	FAM58DP
CCNT1	CCNT
CCNT1	CYCT1
CCNT1	HIVE1
CCNT2	
CCNT2-AS1	
CCNT2P1	
CCNY	CFP1
CCNY	CBCP1
CCNY	C10orf9
CCNY-AS1	
CCNYL1	FLJ40432
CCNYL2	bA178A10.2
CCNYL2	CCNYL2P
CCNYL2	C10orf21
CCNYL3	
CCNYL4	
CCNYL5	
CCNYL6	
CCNYL7	
CCP110	KIAA0419
CCP110	CP110
CCPG1	KIAA1254
CCPG1	CPR8
CCR1	CKR-1
CCR1	MIP1aR
CCR1	CD191
CCR1	SCYAR1
CCR1	CMKBR1
CCR10	GPR2
CCR12P	GPR183P1
CCR2	CC-CKR-2
CCR2	CKR2
CCR2	MCP-1-R
CCR2	CD192
CCR2	FLJ78302
CCR2	CMKBR2
CCR3	CC-CKR-3
CCR3	CKR3
CCR3	CD193
CCR3	CMKBR3
CCR4	CC-CKR-4
CCR4	CMKBR4
CCR4	CKR4
CCR4	k5-5
CCR4	ChemR13
CCR4	CD194
CCR5	CKR-5
CCR5	CC-CKR-5
CCR5	CKR5
CCR5	CD195
CCR5	IDDM22
CCR5	CMKBR5
CCR5AS	
CCR6	CKR-L3
CCR6	GPR-CY4
CCR6	CMKBR6
CCR6	GPR29
CCR6	DRY-6
CCR6	DCR2
CCR6	BN-1
CCR6	CD196
CCR6	STRL22
CCR7	BLR2
CCR7	CDw197
CCR7	CD197
CCR7	CMKBR7
CCR7	EBI1
CCR8	CY6
CCR8	TER1
CCR8	CKR-L1
CCR8	GPR-CY6
CCR8	CDw198
CCR8	CMKBRL2
CCR8	CMKBR8
CCR9	GPR-9-6
CCR9	CDw199
CCR9	GPR28
CCRL2	HCR
CCRL2	CRAM-B
CCRL2	CKRX
CCRL2	CRAM-A
CCRL2	ACKR5
CCS	
CCSAP	FLJ41471
CCSAP	CSAP
CCSAP	C1orf96
CCSER1	KIAA1680
CCSER1	FAM190A
CCSER2	KIAA1128
CCSER2	FAM190B
CCT2	Cctb
CCT3	Cctg
CCT3	TRIC5
CCT3P1	
CCT4	Cctd
CCT4P1	
CCT4P2	
CCT5	KIAA0098
CCT5P1	
CCT5P2	
CCT6A	TTCP20
CCT6A	TCPZ
CCT6A	Cctz
CCT6A	HTR3
CCT6A	TCP20
CCT6A	CCT6
CCT6B	Cctz2
CCT6B	TSA303
CCT6P1	CCT6AP1
CCT6P2	
CCT6P3	
CCT6P4	
CCT6P5	CCT6-2P
CCT7	Ccth
CCT7	Nip7-1
CCT7P1	
CCT7P2	
CCT8	Cctq
CCT8	PRED71
CCT8	C21orf112
CCT8L1P	CCT8L1
CCT8L2	CESK1
CCT8P1	
CCZ1	CGI-43
CCZ1	CCZ1A
CCZ1	C7orf28A
CCZ1B	DKFZP586I1023
CCZ1B	H_NH0577018.2
CCZ1B	MGC19819
CCZ1B	C7orf28B
CD101	V7
CD101	IGSF2
CD109	FLJ38569
CD109	DKFZp762L1111
CD109	CPAMD7
CD14	
CD151	SFA-1
CD151	PETA-3
CD151	TSPAN24
CD151	RAPH
CD160	BY55
CD160	NK1
CD160	NK28
CD163	M130
CD163	MM130
CD163	SCARI1
CD163L1	M160
CD163L1	CD163B
CD163L1	SCARI2
CD163L1	WC1
CD164	MUC-24
CD164	MGC-24
CD164	DFNA66
CD164L2	
CD177	PRV1
CD177	HNA2A
CD177	NB1
CD177P1	CD177P
CD180	RP105
CD180	Ly78
CD180	LY64
CD19	
CD1A	CD1
CD1B	CD1
CD1C	CD1
CD1D	
CD1E	
CD2	SRBC
CD200	MRC
CD200	OX-2
CD200	MOX1
CD200	MOX2
CD200R1	OX2R
CD200R1	HCRTR2
CD200R1	CD200R
CD200R1	MOX2R
CD200R1L	CD200RLa
CD200R1L	CD200R2
CD200R1L-AS1	
CD207	Langerin
CD207	CLEC4K
CD209	DC-SIGN
CD209	CDSIGN
CD209	DC-SIGN1
CD209	CLEC4L
CD22	SIGLEC-2
CD22	SIGLEC2
CD226	DNAM-1
CD226	DNAM1
CD226	PTA1
CD226	TLiSA1
CD24	CD24A
CD244	2B4
CD244	NAIL
CD244	NKR2B4
CD244	Nmrk
CD244	SLAMF4
CD247	CD3H
CD247	CD3Q
CD247	CD3Z
CD248	TEM1
CD248	CD164L1
CD24P1	CD24L1
CD24P2	CD24L2
CD24P3	CD24L3
CD24P4	CD24L4
CD27	S152
CD27	Tp55
CD27	TNFRSF7
CD27-AS1	
CD274	B7-H
CD274	B7H1
CD274	PD-L1
CD274	PDL1
CD274	B7-H1
CD274	PDCD1LG1
CD276	B7-H3
CD276	B7H3
CD276	B7RP-2
CD28	
CD2AP	CMS
CD2AP-DT	
CD2BP2	LIN1
CD2BP2	Snu40
CD2BP2	PPP1R59
CD2BP2	U5-52K
CD2BP2-DT	
CD300A	Irp60
CD300A	CMRF35H
CD300A	CMRF-35-H9
CD300A	IRC1
CD300A	IRC2
CD300A	IGSF12
CD300C	CMRF35
CD300C	LIR
CD300C	CMRF-35A
CD300C	CMRF35A
CD300C	IGSF16
CD300E	IREM2
CD300E	CLM2
CD300E	CD300LE
CD300H	
CD300LB	TREM5
CD300LB	CLM7
CD300LD	CMRF35A4
CD300LD	CD300D
CD300LF	IREM1
CD300LF	NKIR
CD300LF	IGSF13
CD300LF	CD300f
CD300LF	CLM1
CD300LG	Trem4
CD300LG	CLM9
CD302	DCL-1
CD302	KIAA0022
CD302	BIMLEC
CD302	CLEC13A
CD320	8D6
CD320	8D6A
CD33	SIGLEC3
CD33	SIGLEC-3
CD33	p67
CD33	FLJ00391
CD34	
CD36	SCARB3
CD36	GPIV
CD36	FAT
CD36	GP4
CD36	GP3B
CD37	TSPAN26
CD38	
CD3D	T3D
CD3E	
CD3G	
CD4	
CD40	p50
CD40	Bp50
CD40	TNFRSF5
CD40LG	CD40L
CD40LG	TRAP
CD40LG	gp39
CD40LG	hCD40L
CD40LG	CD154
CD40LG	HIGM1
CD40LG	IMD3
CD40LG	TNFSF5
CD44	IN
CD44	MC56
CD44	Pgp1
CD44	CD44R
CD44	HCELL
CD44	CSPG8
CD44	MIC4
CD44	MDU2
CD44	MDU3
CD44-AS1	RP1-68D18.4
CD46	TRA2.10
CD46	MGC26544
CD46	TLX
CD46	MIC10
CD46	MCP
CD46P1	MCPL
CD46P1	CD46P
CD47	IAP
CD47	OA3
CD47	MER6
CD48	BLAST
CD48	mCD48
CD48	hCD48
CD48	SLAMF2
CD48	BCM1
CD5	T1
CD5	LEU1
CD52	HE5
CD52	EDDM5
CD52	CDW52
CD53	TSPAN25
CD53	MOX44
CD55	CR
CD55	TC
CD55	CROM
CD55	DAF
CD58	LFA3
CD59	16.3A5
CD59	EJ16
CD59	EJ30
CD59	EL32
CD59	G344
CD59	p18-20
CD59	MIC11
CD59	MIN1
CD59	MSK21
CD59	MIN2
CD59	MIN3
CD5L	Spalpha
CD5L	API6
CD6	Tp120
CD63	ME491
CD63	TSPAN30
CD63	MLA1
CD68	SCARD1
CD68	macrosialin
CD68	GP110
CD68	DKFZp686M18236
CD68	LAMP4
CD69	CLEC2C
CD7	GP40
CD7	LEU-9
CD7	TP41
CD7	Tp40
CD70	CD27L
CD70	CD27LG
CD70	TNFSF7
CD72	LYB2
CD72	CD72b
CD74	DHLAG
CD79A	MB-1
CD79A	IGA
CD79B	B29
CD79B	IGB
CD80	B7.1
CD80	B7-1
CD80	CD28LG
CD80	CD28LG1
CD81	TAPA-1
CD81	TSPAN28
CD81	TAPA1
CD81-AS1	
CD82	R2
CD82	IA4
CD82	TSPAN27
CD82	ST6
CD82	KAI1
CD83	HB15
CD83	BL11
CD83P1	HB15p
CD83P1	b34I8.3
CD83P1	CD83P
CD84	SLAMF5
CD84	hCD84
CD84	mCD84
CD84P1	
CD86	B7.2
CD86	B7-2
CD86	CD28LG2
CD8A	CD8
CD8B	CD8B1
CD8B2	CD8BP
CD9	BA2
CD9	P24
CD9	TSPAN29
CD9	MRP-1
CD9	MIC3
CD93	C1qRP
CD93	C1qR(P)
CD93	dJ737E23.1
CD93	CDw93
CD93	ECSM3
CD93	MXRA4
CD93	C1QR1
CD96	TACTILE
CD99	MIC2
CD99L2	CD99B
CD99L2	MIC2L1
CD99P1	MIC2R
CD99P1	NCRNA00103
CD99P1	CXYorf12
CD99P1	CD99L1
CDA	CDD
CDADC1	NYD-SP15
CDAN1	CDA-I
CDAN1	CDAI
CDC123	D123
CDC123	C10orf7
CDC14A	Cdc14A1
CDC14A	Cdc14A2
CDC14A	cdc14
CDC14A	DFNB105
CDC14A	DFNB32
CDC14B	Cdc14B1
CDC14B	Cdc14B2
CDC14B	CDC14B3
CDC14B	hCDC14B
CDC14C	MGC26484
CDC14C	CDC14B2
CDC14C	CDC14Bretro
CDC14C	CDC14CP
CDC16	APC6
CDC16	ANAPC6
CDC16	CUT9
CDC20	p55CDC
CDC20	CDC20A
CDC20B	FLJ37927
CDC20P1	OTTHUMG00000020142
CDC20P1	CDC20P
CDC23	APC8
CDC23	ANAPC8
CDC23	CUT23
CDC25A	
CDC25B	
CDC25C	PPP1R60
CDC25C	CDC25
CDC26	APC12
CDC26	ANAPC12
CDC26	C9orf17
CDC26P1	TCAG_1970866
CDC26P1	CDC26P
CDC27	APC3
CDC27	ANAPC3
CDC27	NUC2
CDC27	D0S1430E
CDC27	D17S978E
CDC27P1	
CDC27P10	
CDC27P11	
CDC27P2	
CDC27P3	
CDC27P4	
CDC27P5	
CDC27P6	
CDC27P7	
CDC27P8	
CDC27P9	
CDC34	E2-CDC34
CDC34	UBE2R1
CDC34	UBC3
CDC37	P50CDC37
CDC37L1	HARC
CDC37L1	FLJ20639
CDC37L1	CDC37B
CDC37L1-DT	CDC37L1-AS1
CDC37P1	A-761H5.2
CDC37P2	
CDC40	PRP17
CDC40	EHB3
CDC40	PRPF17
CDC40	FLJ10564
CDC42	G25K
CDC42	CDC42Hs
CDC42-AS1	
CDC42-IT1	
CDC42BPA	MRCKA
CDC42BPA	PK428
CDC42BPA	FLJ23347
CDC42BPA	KIAA0451
CDC42BPA	MRCK
CDC42BPB	MRCKB
CDC42BPB	KIAA1124
CDC42BPG	HSMDPKIN
CDC42BPG	MRCKgamma
CDC42BPG	DMPK2
CDC42BPG	kappa-200
CDC42EP1	MSE55
CDC42EP1	CEP1
CDC42EP1	Borg5
CDC42EP2	CEP2
CDC42EP2	BORG1
CDC42EP3	CEP3
CDC42EP3	UB1
CDC42EP3	BORG2
CDC42EP3P1	
CDC42EP4	CEP4
CDC42EP4	KAIA1777
CDC42EP4	BORG4
CDC42EP4	MGC3740
CDC42EP4	MGC17125
CDC42EP5	CEP5
CDC42EP5	Borg3
CDC42P1	bK3216D2.3
CDC42P2	
